,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
3619,9.4,0.039,0.32,0.9956,7.0,54.0,1203,3.22,9.0,0.43,141.0,white,0.14,6
3620,9.7,0.038,0.32,0.9966,7.5,54.0,4910,3.04,9.2,0.56,191.0,white,0.23,6
3621,11.4,0.042,0.28,0.99166,7.0,21.0,693,3.2,2.2,0.57,177.0,white,0.3,5
3622,12.0,0.046,0.31,0.99024,6.5,22.0,2237,3.15,3.5,0.31,147.0,white,0.4,7
3623,10.1,0.036,0.29,0.99411,7.2,17.0,886,3.36,3.0,0.68,117.0,white,0.24,6
3624,10.9,0.035,0.31,0.9926,7.4,23.0,3453,3.07,1.7,0.38,110.0,white,0.29,5
3625,9.2,0.05,0.58,0.9999,7.6,43.0,3384,3.15,16.75,0.54,163.0,white,0.32,5
3626,10.7,0.049,0.16,0.9917,5.0,10.0,3878,3.48,1.5,0.44,97.0,white,0.33,6
3627,9.3,0.054,0.4,0.9952,9.2,18.0,1207,3.04,2.4,0.46,151.0,white,0.22,4
3628,12.0,0.079,0.59,0.9976,9.4,9.0,5472,3.12,2.8,0.54,30.0,red,0.33,6
3629,13.0,0.021,0.53,0.989315,6.3,41.0,4697,3.19,1.8,0.31,101.0,white,0.25,6
3630,8.8,0.043,0.33,0.9994,7.0,47.0,4317,3.34,14.6,0.67,168.0,white,0.28,6
3631,9.1,0.049,0.54,0.9984,7.3,62.0,3513,3.06,12.9,0.45,162.5,white,0.28,6
3632,9.5,0.096,0.17,0.9978,7.9,20.0,4268,3.4,2.6,0.53,38.0,red,0.72,5
3633,9.5,0.045,0.21,0.99341,5.9,57.0,4108,3.32,1.7,0.44,135.0,red,0.19,5
3634,10.3,0.039,0.41,0.99678,6.5,47.0,3609,3.28,14.2,0.72,129.0,white,0.18,7
3635,10.6,0.038,0.49,0.9928,7.3,28.0,4635,3.2,1.1,0.72,99.0,white,0.14,6
3636,12.0,0.02,0.34,0.99212,6.8,38.0,5192,3.18,7.4,0.44,133.0,white,0.39,7
3637,12.2,0.049,0.31,0.99067,5.8,25.0,4830,3.44,2.7,0.73,153.0,white,0.32,7
3638,9.9,0.049,0.26,0.9961,6.3,63.0,2597,3.14,12.0,0.55,170.0,white,0.32,6
3639,11.6,0.0409999999999999,0.26,0.99382,7.0,51.0,5433,3.08,10.3,0.35,166.0,white,0.34,6
3640,8.9,0.038,0.42,0.99628,6.7,85.0,616,3.04,10.4,0.44,182.0,white,0.17,6
3641,12.0,0.039,0.3,0.9911,7.2,43.0,3835,3.3,2.0,0.41,188.0,white,0.2,6
3642,11.8,0.03,0.32,0.99407,8.1,34.0,4811,3.11,10.5,0.42,105.0,white,0.24,6
3643,10.0,0.0409999999999999,0.27,0.9963,6.6,37.0,3178,3.24,10.9,0.47,146.0,white,0.32,5
3644,12.2,0.042,0.36,0.99123,6.7,34.0,4806,2.97,6.6,0.31,116.0,white,0.33,8
3645,11.3,0.051,0.44,0.99058,6.4,39.0,4309,3.11,1.2,0.75,122.0,white,0.16,7
3646,9.0,0.0579999999999999,0.39,0.9979,7.2,49.0,4549,2.98,14.2,0.48,192.0,white,0.23,7
3647,12.0,0.05,0.4,0.99566,8.5,3.0,403,3.28,6.3,0.56,10.0,red,0.4,4
3648,10.8,0.027,0.37,0.9897,5.9,3.0,5229,3.09,0.8,0.31,21.0,white,0.19,5
3649,10.4,0.05,0.31,0.99596,7.0,29.0,5142,3.28,8.0,0.57,213.0,white,0.2,6
3650,9.4,0.052,0.29,0.9934,6.3,48.0,4874,3.21,1.6,0.5,185.0,white,0.24,5
3651,13.7,0.039,0.13,0.9907,5.6,17.0,3342,3.42,4.5,0.9,116.0,white,0.49,7
3652,9.6,0.0969999999999999,0.15,0.99976,9.1,9.0,1517,3.28,3.2,0.54,59.0,red,0.66,5
3653,10.5,0.051,0.25,0.99382,7.3,41.0,5085,3.53,1.4,0.66,107.0,white,0.19,7
3654,12.2,0.0279999999999999,0.32,0.99008,5.1,12.0,411,3.57,1.6,0.52,90.0,white,0.11,6
3655,10.0,0.087,0.02,0.9944,5.8,21.0,4247,3.54,1.8,0.52,94.0,red,0.68,5
3656,12.2,0.039,0.35,0.9918,7.0,24.0,1894,3.17,1.5,0.64,125.0,white,0.32,6
3657,9.6,0.037,0.47,0.9939,10.3,5.0,5044,2.89,1.4,0.28,33.0,white,0.17,3
3658,11.2,0.032,0.37,0.99185,6.0,63.0,3766,3.32,1.2,0.44,148.0,white,0.14,5
3659,8.9,0.044,0.2,0.99862,5.7,41.0,5341,3.22,16.0,0.46,113.0,white,0.22,6
3660,9.2,0.066,0.5,1.0,12.2,10.0,2143,3.12,2.4,1.18,21.0,red,0.34,6
3661,11.0,0.032,0.04,0.99036,6.0,8.0,1232,3.14,0.8,0.4,50.0,white,0.615,4
3662,11.1,0.027,0.44,0.993,7.2,25.0,3588,3.02,7.1,0.34,126.0,white,0.26,8
3663,11.5,0.022,0.32,0.9899,5.9,17.0,1275,3.35,1.4,0.35,47.0,white,0.29,6
3664,9.6,0.068,0.47,0.9944,7.6,5.0,4440,3.1,1.6,0.45,55.0,white,0.26,5
3665,10.7,0.046,0.49,0.996,8.2,55.0,794,3.08,8.0,0.52,223.0,white,0.34,6
3666,9.2,0.042,0.13,0.996,6.9,11.0,3183,3.23,7.8,0.37,117.0,white,0.32,5
3667,9.5,0.077,0.06,0.99746,7.2,15.0,3070,3.51,2.7,0.54,85.0,red,0.62,5
3668,9.3,0.048,0.49,0.9929,7.2,11.0,1893,3.01,1.1,0.42,138.0,white,0.4,5
3669,9.8,0.069,0.23,0.99382,7.7,29.0,3928,3.11,2.0,0.62,134.0,white,0.31,5
3670,8.9,0.066,0.42,0.9979,7.4,48.0,237,2.89,14.0,0.42,198.0,white,0.24,6
3671,11.0,0.067,0.08,0.99648,6.7,19.0,478,3.52,2.3,0.57,32.0,red,1.04,4
3672,10.0,0.032,0.49,0.99368,9.7,3.0,797,2.85,4.9,0.54,18.0,white,0.24,6
3673,9.5,0.08,0.33,0.99655,7.8,24.0,4248,3.3,2.4,0.6,144.0,red,0.53,5
3674,11.3,0.034,0.39,0.99121,6.8,19.0,213,3.23,1.4,0.6,102.0,white,0.13,7
3675,10.8,0.038,0.49,0.9938,7.0,39.0,3230,3.21,5.9,0.48,128.0,white,0.2,6
3676,10.1,0.086,0.12,0.9958,6.7,12.0,1895,3.38,2.0,0.52,80.0,red,0.75,5
3677,10.7,0.0559999999999999,0.49,0.9948,7.7,20.0,1721,3.32,2.0,0.49,124.0,white,0.16,6
3678,10.6,0.042,0.13,0.99114,6.0,60.0,2384,3.06,1.2,0.52,172.0,white,0.39,5
3679,9.1,0.04,0.35,0.999,7.1,60.0,2570,3.16,16.5,0.59,171.0,white,0.23,6
3680,10.7,0.06,0.37,0.9936,7.5,18.0,3432,3.54,1.5,0.88,75.0,white,0.17,5
3681,11.1,0.05,0.41,0.99133,7.5,26.0,2893,3.19,1.2,0.52,131.0,white,0.2,5
3682,10.0,0.048,0.3,0.9956,6.7,40.0,2544,3.29,6.4,0.52,251.0,white,0.18,5
3683,10.0,0.102,0.15,0.99604,7.7,11.0,1409,3.23,2.1,0.48,32.0,red,1.005,5
3684,10.0,0.038,0.39,0.99725,6.7,60.0,4011,3.17,10.2,0.54,149.0,white,0.22,7
3685,12.1,0.033,0.32,0.99192,6.6,59.0,4687,3.19,6.0,0.71,128.0,white,0.15,8
3686,11.4,0.049,0.04,0.9942,5.6,5.0,2664,3.72,1.7,0.58,13.0,red,0.54,5
3687,10.0,0.102,0.24,1.0,10.0,13.0,2915,3.28,2.7,0.56,32.0,red,0.48,6
3688,9.9,0.08,0.21,0.9962,7.9,33.0,3561,3.25,2.1,0.51,141.0,red,0.69,5
3689,11.1,0.053,0.39,0.99166,7.2,26.0,4727,3.18,1.5,0.47,106.0,white,0.23,6
3690,9.5,0.046,0.2,0.99582,7.2,51.0,1758,3.16,7.7,0.52,174.0,white,0.29,5
3691,11.266666666666698,0.032,0.28,0.9916,6.1,43.0,5009,3.26,4.25,0.47,132.0,white,0.44,7
3692,9.5,0.0819999999999999,0.22,0.9983,8.3,10.0,4347,3.37,2.4,0.62,86.0,red,0.56,5
3693,10.0,0.032,0.49,0.99368,9.7,3.0,1965,2.85,4.9,0.54,18.0,white,0.24,6
3694,12.2,0.035,0.48,0.99121,6.3,35.0,1670,3.49,1.8,0.74,96.0,white,0.48,6
3695,10.7,0.04,0.33,0.9936,6.9,16.0,1190,3.26,4.8,0.64,131.0,white,0.24,6
3696,9.5,0.038,0.45,0.9956,6.6,54.0,2345,3.18,8.0,0.48,200.0,white,0.3,5
3697,8.7,0.046,0.41,0.9998,7.1,39.0,316,3.32,17.8,0.39,145.0,white,0.24,5
3698,11.0,0.034,0.29,0.9917,7.3,29.0,4112,3.3,1.6,0.5,118.0,white,0.21,8
3699,12.0,0.061,0.47,0.99585,10.0,6.0,4633,3.23,2.0,0.52,11.0,red,0.35,6
3700,10.5,0.048,0.51,0.9943,6.3,35.0,786,3.1,6.3,1.01,146.0,white,0.37,6
3701,11.5,0.121,0.66,0.9978,11.6,6.0,215,3.05,3.65,0.74,14.0,red,0.53,7
3702,8.7,0.043,0.3,0.9986,7.3,46.0,3195,3.06,13.0,0.41,238.0,white,0.29,6
3703,10.8,0.083,0.36,0.9942,7.0,10.0,4374,3.33,4.9,0.37,133.0,white,0.24,6
3704,9.4,0.053,0.21,0.9927,6.9,39.0,3573,3.12,1.0,0.45,148.0,white,0.33,6
3705,10.1,0.096,0.49,0.99714,7.9,21.0,3933,3.31,2.2,0.67,59.0,red,0.29,6
3706,10.5,0.065,0.3,0.99774,9.1,8.0,2030,3.32,1.9,0.71,17.0,red,0.5,6
3707,9.1,0.048,0.15,0.99571,6.0,101.0,2190,3.05,9.7,0.3,207.0,white,0.23,5
3708,10.5,0.048,0.35,0.9944,6.8,44.0,1034,3.29,6.4,0.55,172.0,white,0.24,7
3709,9.4,0.0819999999999999,0.37,0.9964,7.8,24.0,1976,3.34,2.0,0.59,58.0,red,0.34,6
3710,9.9,0.046,0.15,0.99408,6.4,26.0,202,2.99,6.6,0.58,113.0,white,0.2,6
3711,12.6,0.034,0.28,0.98862,6.0,47.0,524,3.22,1.1,0.38,90.0,white,0.22,6
3712,8.7,0.045,0.68,0.9978,7.5,38.0,3659,3.0,10.9,0.36,133.0,white,0.21,5
3713,11.0,0.045,0.45,0.9917,7.9,17.0,3621,3.13,1.5,0.39,96.0,white,0.19,6
3714,9.2,0.168,0.4,0.9991,8.0,29.0,4827,3.07,12.4,0.64,190.0,white,0.43,5
3715,10.9,0.039,0.28,0.99406,6.8,29.0,3247,3.11,9.8,0.45,113.0,white,0.18,7
3716,11.7,0.045,0.32,0.99352,7.0,37.0,442,3.09,10.05,0.33,131.0,white,0.36,8
3717,9.5,0.043,0.27,0.9953,6.6,43.0,5280,3.27,5.6,0.76,164.0,white,0.23,5
3718,9.4,0.038,0.42,0.9987,6.7,83.0,3764,3.16,14.0,0.5,160.0,white,0.2,6
3719,10.1,0.051,0.28,0.9928,6.3,46.0,3121,3.23,1.5,0.42,142.0,white,0.21,6
3720,11.6,0.046,0.27,0.99126,6.0,50.0,740,3.27,4.1,0.56,147.0,white,0.28,6
3721,12.7,0.033,0.33,0.9899,7.1,48.0,3470,3.15,2.8,0.38,153.0,white,0.22,7
3722,9.0,0.063,0.37,0.9978,7.3,48.0,691,2.89,14.3,0.38,191.0,white,0.22,6
3723,12.8,0.039,0.27,0.98959,6.2,30.0,1575,3.12,2.9,0.37,123.0,white,0.24,6
3724,8.9,0.047,0.2,0.9976,5.8,26.0,914,3.09,16.05,0.46,166.0,white,0.33,5
3725,10.9,0.037,0.47,0.9938,8.1,23.0,696,3.21,1.1,0.42,126.0,white,0.5,5
3726,9.3,0.053,0.37,0.996,6.9,36.0,448,3.16,8.9,0.5,148.0,white,0.4,5
3727,11.4,0.019,0.09,0.9906,5.5,18.0,2730,3.33,1.6,0.51,68.0,white,0.42,7
3728,9.0,0.084,0.41,0.9993,6.5,59.0,3186,3.18,16.8,0.58,222.0,white,0.46,5
3729,8.8,0.0559999999999999,0.25,0.9961,7.3,47.0,408,3.08,7.2,0.47,180.0,white,0.32,5
3730,12.8,0.031,0.34,0.9896,5.8,40.0,1903,3.39,4.0,0.39,99.0,white,0.28,7
3731,9.5,0.05,0.29,0.9962,7.4,21.0,700,3.13,10.1,0.35,105.0,white,0.24,5
3732,9.8,0.083,0.27,0.99616,7.5,17.0,846,3.26,2.0,0.58,91.0,red,0.63,6
3733,10.1,0.04,0.28,0.99541,7.8,46.0,308,3.14,7.2,0.6,179.0,white,0.25,6
3734,9.1,0.04,0.35,0.9984,8.8,26.0,3909,2.93,10.7,0.49,183.0,white,0.23,6
3735,11.1,0.03,0.26,0.99106,6.9,11.0,4528,3.06,2.3,0.42,103.0,white,0.32,6
3736,10.2,0.09,0.31,0.9994,10.0,26.0,4403,3.18,2.2,0.63,62.0,red,0.59,6
3737,9.6,0.094,0.3,0.997,6.8,23.0,4669,3.09,11.8,0.44,97.0,white,0.45,5
3738,12.4,0.026,0.29,0.9918,8.6,19.0,2086,3.01,4.1,0.38,101.0,white,0.485,5
3739,9.8,0.083,0.27,0.99616,7.5,17.0,3401,3.26,2.0,0.58,91.0,red,0.63,6
3740,9.0,0.049,0.2,0.998,7.4,44.0,1278,3.27,11.5,0.44,157.0,white,0.44,5
3741,10.2,0.043,0.3,0.9944,6.7,25.0,3415,3.44,1.8,0.61,121.0,white,0.26,6
3742,9.8,0.045,0.29,0.9953,6.6,57.0,3411,3.31,5.3,0.79,189.0,white,0.27,5
3743,9.6,0.049,0.29,0.9965,7.3,38.0,346,3.43,7.5,0.38,158.0,white,0.25,5
3744,10.5,0.039,0.49,0.993,9.0,46.0,3225,3.09,1.0,0.51,131.0,white,0.17,7
3745,11.3,0.042,0.3,0.99189,6.7,105.0,363,3.04,3.85,0.59,179.0,white,0.24,8
3746,10.8,0.036,0.27,0.9926,6.9,42.0,4698,3.42,2.1,0.49,121.0,white,0.28,7
3747,11.9,0.036,0.39,0.99,6.5,41.0,1135,3.19,1.9,0.43,98.0,white,0.23,7
3748,11.4,0.042,0.4,0.99177,7.1,54.0,3127,3.03,2.2,0.5,201.0,white,0.38,5
3749,9.5,0.088,0.23,0.9962,7.7,17.0,3146,3.32,2.1,0.48,96.0,red,0.67,5
3750,11.5,0.088,0.13,0.9994,8.9,4.0,1691,3.44,3.45,0.52,14.0,red,0.875,5
3751,9.3,0.061,0.27,0.99772,7.2,46.0,1709,2.99,11.2,0.59,149.0,white,0.19,6
3752,9.2,0.138,0.73,0.9936,7.0,58.0,4486,3.08,1.0,0.3,150.0,white,0.16,5
3753,10.4,0.039,0.24,0.99304,6.6,29.0,1934,3.35,1.6,0.61,140.0,white,0.295,7
3754,9.6,0.042,0.17,0.99304,7.1,21.0,13,3.13,1.0,0.4,144.0,white,0.31,5
3755,10.7,0.03,0.21,0.9915,6.3,24.0,1192,3.06,4.0,0.34,125.0,white,0.26,6
3756,12.6,0.043,0.33,0.99084,7.3,28.0,3057,3.34,2.3,0.44,125.0,white,0.3,7
3757,8.9,0.047,0.24,0.99896,6.0,42.0,3653,3.1,17.8,0.45,111.0,white,0.28,6
3758,9.2,0.089,0.36,0.99615,7.0,14.0,2000,3.34,1.6,0.56,37.0,red,0.43,6
3759,12.9,0.0289999999999999,0.26,0.99302,6.6,32.0,843,3.27,11.3,0.78,110.0,white,0.5,8
3760,9.1,0.048,0.26,0.9964,7.4,47.0,3417,3.26,8.6,0.36,206.0,white,0.31,5
3761,11.4,0.0409999999999999,0.42,0.9925,8.6,35.0,1992,3.11,1.5,0.49,125.0,white,0.2,7
3762,9.0,0.05,0.12,0.99398,7.0,23.0,3201,2.86,4.5,0.35,86.0,white,0.48,5
3763,9.4,0.042,0.48,0.9983,7.4,62.0,820,3.06,14.2,0.59,204.0,white,0.31,5
3764,10.3,0.047,0.49,0.9954,6.7,54.0,2439,3.23,8.3,0.4,191.0,white,0.26,6
3765,9.3,0.052,0.06,0.9932,5.1,30.0,3973,3.32,2.7,0.43,79.0,white,0.52,5
3766,9.7,0.044,0.07,0.9945,5.3,34.0,3753,3.34,7.1,0.57,145.0,white,0.585,6
3767,10.5,0.05,0.37,0.99546,7.5,21.0,366,3.2,6.2,0.55,138.0,white,0.18,6
3768,12.4,0.036,0.24,0.9898,6.1,38.0,2038,3.29,1.5,0.42,124.0,white,0.32,7
3769,11.5,0.021,0.31,0.99038,8.4,52.0,3685,2.93,0.95,0.32,148.0,white,0.31,5
3770,12.0,0.031,0.27,0.9922,8.5,31.0,4701,3.01,4.7,0.33,92.0,white,0.25,6
3771,11.05,0.046,0.32,0.99043,6.3,18.0,688,2.92,2.8,0.47,80.0,white,0.19,6
3772,10.8,0.048,0.1,0.99448,6.2,4.0,1029,3.44,2.1,0.76,11.0,red,0.57,6
3773,10.3,0.241,0.17,0.9961,6.9,6.0,3845,3.4,2.4,0.59,18.0,red,0.635,6
3774,9.2,0.083,0.49,1.0,11.7,5.0,4860,3.19,2.2,0.43,15.0,red,0.49,5
3775,9.6,0.055,0.34,0.9945,7.5,50.0,2931,3.29,1.3,0.8,153.0,white,0.14,6
3776,9.3,0.032,0.38,0.9983,7.0,60.0,2776,3.18,14.9,0.61,181.0,white,0.3,7
3777,9.0,0.051,0.28,0.99792,7.0,29.0,1846,2.96,14.7,0.39,149.0,white,0.15,7
3778,9.8,0.068,0.04,0.99712,7.1,19.0,2416,3.44,2.1,0.67,27.0,red,0.69,5
3779,9.1,0.049,0.42,0.99586,6.2,53.0,5146,3.16,8.0,0.47,206.0,white,0.25,6
3780,10.2,0.075,0.12,0.99547,5.9,32.0,4871,3.57,2.0,0.71,44.0,red,0.645,5
3781,10.8,0.04,0.56,0.9938,7.8,8.0,4588,3.25,1.0,0.43,84.0,white,0.445,5
3782,9.7,0.127,0.5,0.99212,5.8,63.0,4900,3.1,1.0,0.45,178.0,white,0.36,5
3783,11.6,0.053,0.22,0.9926,7.4,33.0,3373,3.13,5.25,0.45,180.0,white,0.3,6
3784,10.1,0.054,0.49,0.9948,6.4,42.0,916,3.27,7.5,0.52,151.0,white,0.22,6
3785,9.4,0.043,0.37,0.99579,6.8,59.0,153,3.2,7.45,0.5,188.0,white,0.24,6
3786,10.9,0.0279999999999999,0.29,0.99311,6.5,16.0,4457,3.15,7.4,0.56,87.0,white,0.22,7
3787,11.1,0.032,0.28,0.99104,8.6,25.0,3117,2.99,0.8,0.38,78.0,white,0.18,5
3788,9.8,0.06,0.45,0.99711,6.2,22.0,3663,3.31,10.4,0.56,184.0,white,0.36,6
3789,12.5,0.027,0.28,0.98948,5.7,26.0,1454,3.35,1.3,0.38,101.0,white,0.22,7
3790,10.2,0.05,0.49,0.9945,7.2,18.0,1356,3.46,1.3,0.44,148.0,white,0.08,6
3791,10.8,0.034,0.32,0.99114,6.4,40.0,3507,3.31,0.9,0.58,114.0,white,0.25,7
3792,9.4,0.126,0.38,0.99711,7.5,49.0,4163,2.98,8.7,0.57,199.0,white,0.33,5
3793,10.7,0.076,0.0,0.99612,7.6,33.0,1401,3.31,1.7,0.62,45.0,red,0.78,6
3794,9.4,0.042,0.17,0.99577,6.4,61.0,928,3.22,8.3,0.46,195.0,white,0.28,5
3795,9.4,0.038,0.25,0.995,6.3,52.0,4052,3.28,5.8,0.38,155.0,white,0.27,6
3796,13.4,0.16,0.46,0.9884,6.1,34.0,1998,3.19,1.8,0.33,74.0,white,0.22,6
3797,8.8,0.0559999999999999,0.48,0.99803,7.5,61.0,3542,2.97,12.4,0.52,176.5,white,0.35,5
3798,12.4,0.063,0.37,0.99439,7.2,11.0,3843,3.52,2.5,0.8,41.0,red,0.25,7
3799,10.0,0.048,0.36,0.99282,5.6,16.0,1527,3.49,2.5,0.49,125.0,white,0.2,6
3800,10.2,0.0409999999999999,0.32,0.9926,6.6,25.0,3460,3.39,0.9,0.54,79.0,white,0.23,7
3801,10.9,0.119,0.45,0.99708,10.6,34.0,2418,3.23,2.6,0.72,68.0,red,0.5,6
3802,12.1,0.03,0.25,0.99367,7.6,15.0,2069,3.1,9.5,0.44,136.0,white,0.32,6
3803,9.7,0.0579999999999999,0.69,0.9931,6.8,12.0,3151,3.06,1.3,0.47,171.0,white,0.34,5
3804,9.4,0.04,0.27,0.99831,7.4,60.0,1838,3.05,12.9,0.66,221.0,white,0.32,5
3805,12.9,0.032,0.49,0.9903,7.1,31.0,3497,3.37,2.2,0.42,113.0,white,0.26,9
3806,9.2,0.047,0.45,0.9974,6.3,33.0,4424,3.2,13.0,0.46,182.0,white,0.55,6
3807,12.4,0.033,0.36,0.991,6.8,28.0,4550,3.11,5.0,0.4,156.0,white,0.45,7
3808,10.6,0.049,0.49,0.9952,7.9,33.0,725,3.18,5.2,0.47,152.0,white,0.12,6
3809,9.4,0.045,0.36,0.99922,7.2,68.0,5413,3.25,15.7,0.76,183.0,white,0.21,5
3810,9.7,0.035,0.26,0.99245,7.4,18.0,4851,3.12,1.2,0.41,97.0,white,0.22,6
3811,11.0,0.061,0.38,0.9966,7.7,49.0,3224,3.4,8.1,0.58,144.0,white,0.42,6
3812,11.2,0.043,0.3,0.99047,7.0,34.0,5187,2.88,2.6,0.47,90.0,white,0.16,6
3813,11.3,0.026,0.21,0.99089,6.6,48.0,4799,3.22,2.9,0.38,126.0,white,0.26,7
3814,8.6,0.042,0.29,0.99936,6.0,28.0,2111,3.39,13.1,0.45,125.0,white,0.21,5
3815,12.6,0.034,0.18,0.9896,6.7,25.0,5143,3.08,2.4,0.44,98.0,white,0.46,7
3816,9.3,0.1169999999999999,0.24,1.0014,8.6,31.0,4029,3.32,6.6,1.07,134.0,red,0.725,5
3817,10.4,0.042,0.33,0.99695,6.5,25.0,3831,3.35,13.8,0.56,139.0,white,0.23,6
3818,9.3,0.046,0.4,0.99583,6.8,45.0,4349,3.2,7.5,0.49,179.0,white,0.26,5
3819,9.0,0.051,0.3,0.99835,6.6,33.0,3558,3.04,14.9,0.54,118.0,white,0.23,6
3820,10.4,0.051,0.26,0.9926,6.1,28.0,4887,3.37,2.2,0.47,167.0,white,0.31,6
3821,9.9,0.027,0.33,0.9937,7.2,16.0,3366,3.37,1.1,0.4,63.0,white,0.15,5
3822,11.6,0.053,0.22,0.9926,7.4,33.0,2675,3.13,5.25,0.45,180.0,white,0.3,6
3823,12.7,0.019,0.37,0.99036,7.1,39.0,369,3.08,4.8,0.49,114.0,white,0.36,7
3824,9.8,0.267,0.0,0.99471,6.8,16.0,2592,3.32,1.2,0.51,29.0,red,0.815,3
3825,10.6,0.0279999999999999,0.39,0.99156,5.3,40.0,4559,3.57,1.0,0.59,101.0,white,0.16,6
3826,10.5,0.083,0.21,0.99532,8.0,14.0,1270,3.34,1.9,0.47,41.0,red,1.18,5
3827,9.0,0.044,0.09,0.99713,7.3,45.0,1069,3.15,11.4,0.46,204.0,white,0.815,5
3828,11.1,0.048,0.35,0.99146,7.0,67.0,5089,3.05,2.5,0.56,161.0,white,0.36,6
3829,10.4,0.047,0.38,0.9928,7.0,33.0,2041,3.13,2.2,0.39,96.0,white,0.15,8
3830,9.1,0.042,0.18,0.99644,7.2,41.0,4802,3.16,8.2,0.49,180.0,white,0.29,5
3831,10.9,0.038,0.34,0.99432,7.0,25.0,2403,3.11,10.9,0.34,84.0,white,0.26,6
3832,12.8,0.059,0.01,0.99242,7.1,11.0,190,3.39,2.2,0.4,18.0,red,0.75,6
3833,10.4,0.04,0.27,0.9932,7.8,25.0,710,3.01,1.2,0.55,106.0,white,0.34,5
3834,9.9,0.078,0.06,0.99625,8.0,12.0,4575,3.37,1.8,0.52,49.0,red,0.38,6
3835,10.9,0.03,0.32,0.9929,7.4,23.0,4410,3.17,1.7,0.66,128.0,white,0.3,5
3836,8.7,0.073,0.29,0.9984,6.8,56.0,1923,3.06,15.4,0.41,173.0,white,0.23,6
3837,10.5,0.071,0.36,0.9978,7.5,17.0,1084,3.35,6.1,0.8,102.0,red,0.5,5
3838,13.2,0.035,0.23,0.99062,7.1,24.0,2618,3.15,5.8,0.57,100.0,white,0.44,7
3839,9.7,0.032,0.38,0.99298,6.5,29.0,611,3.29,1.3,0.54,112.0,white,0.23,5
3840,12.3,0.033,0.49,0.9936,8.0,39.0,1362,3.13,9.0,0.38,180.0,white,0.34,8
3841,9.5,0.049,0.59,0.9958,9.7,23.0,5064,2.98,1.5,0.62,142.0,white,0.14,5
3842,8.9,0.0559999999999999,0.3,0.999,7.6,53.0,491,3.14,14.2,0.46,212.5,white,0.2,8
3843,9.4,0.087,0.23,0.9948,9.9,19.0,3927,2.77,2.4,0.44,115.0,white,0.49,6
3844,11.3,0.091,0.07,0.99572,7.0,15.0,4340,3.38,2.5,0.6,21.0,red,0.69,6
3845,8.5,0.054,0.48,1.0003799999999998,6.4,56.0,3772,2.98,18.0,0.61,183.0,white,0.18,6
3846,11.0,0.08,0.52,1.0001,11.5,29.0,3213,3.26,3.0,0.88,55.0,red,0.41,5
3847,12.1,0.085,0.47,0.99736,11.1,9.0,5188,3.24,2.65,0.77,34.0,red,0.42,7
3848,9.6,0.048,0.5,0.9948,6.2,61.0,1668,3.19,6.5,0.45,186.0,white,0.32,5
3849,10.5,0.045,0.32,0.9914,7.0,40.0,897,2.98,1.6,0.44,120.0,white,0.22,6
3850,11.3,0.045,0.32,0.99135,7.5,29.0,996,3.08,2.4,0.6,100.0,white,0.22,7
3851,10.1,0.038,0.3,0.99555,7.7,67.0,1961,3.1,7.8,0.5,196.0,white,0.25,5
3852,10.5,0.073,0.59,0.998,12.0,23.0,4355,2.92,1.4,0.68,42.0,red,0.5,7
3853,10.0,0.047,0.36,0.9948,8.0,17.0,2184,3.2,1.5,0.54,129.0,white,0.24,6
3854,9.9,0.083,0.26,0.99586,7.2,13.0,21,3.26,2.0,0.52,100.0,red,0.56,5
3855,9.4,0.048,0.41,0.99537,6.6,55.0,771,3.2,7.2,0.46,178.0,white,0.32,5
3856,10.4,0.032,0.36,0.9921,8.0,21.0,3261,3.08,1.2,0.37,78.0,white,0.2,6
3857,12.1,0.046,0.37,0.9971,7.7,23.0,3744,3.41,1.8,0.71,60.0,red,0.23,6
3858,14.0,0.05,0.0,0.9916,5.2,27.0,4059,3.68,1.8,0.79,63.0,red,0.34,6
3859,9.1,0.063,0.33,0.99561,6.3,63.0,2331,2.86,10.1,0.41,133.0,white,0.19,5
3860,9.3,0.046,0.2,0.99605,6.6,81.0,3426,3.17,8.7,0.44,224.0,white,0.62,5
3861,12.5,0.027,0.36,0.9898,6.5,36.0,4631,3.28,2.2,0.36,134.0,white,0.24,7
3862,8.7,0.048,0.4,1.001,6.8,48.0,5182,2.93,22.0,0.5,167.0,white,0.28,5
3863,10.1,0.089,0.07,0.9958,6.7,17.0,5350,3.35,2.4,0.54,82.0,red,0.675,5
3864,9.5,0.04,0.47,0.99592,6.3,61.0,2677,3.12,11.2,0.51,183.0,white,0.28,6
3865,8.9,0.05,0.36,0.9986,7.3,35.0,4981,3.04,13.1,0.46,200.0,white,0.25,7
3866,10.3,0.03,0.49,0.9918,5.6,28.0,3106,3.55,1.1,0.45,117.0,white,0.185,6
3867,12.0,0.021,0.37,0.99076,6.15,20.0,2365,3.39,3.2,0.47,80.0,white,0.21,5
3868,9.9,0.044,0.22,0.99286,7.3,43.0,1956,3.14,1.4,0.46,176.0,white,0.34,5
3869,11.7,0.0579999999999999,0.22,0.9956,5.8,24.0,2588,3.32,12.7,0.42,183.0,white,0.13,6
3870,9.4,0.152,0.6,0.9986,10.6,7.0,2129,3.04,2.2,1.06,18.0,red,0.36,5
